"Molecule_CanonicalSmiles","Pattern","DRUGBANK_ID","COMMON_NAME"
"CC1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]","DB15406",
"CC1(C(=O)NC(CCC(=O)O)C(=O)O)CCCN1C(=O)CN","[#6]:,-[#6]:,-[#6]:,-[#6]-[#7]-[#6](=[#8])-[#6]1-[#6]-[#6]-[#6]-[#7]-1","DB06045",
"CC1(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)CC(C(F)(F)F)=NN1","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB13936",
"CC1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1","[#6]1:[#7]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]:,-[#6]:,-[#6]-[#7]-[#6](=[#8])-[#6]1-[#6]-[#6]-[#6]-[#7]-1","DB15399",
"CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1","[#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB13089",
"CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1","[#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB02329",
"CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1","[#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB13751",
"CC1(C(=O)O)OCC(OC(=O)N2CCN(C(=O)OC3COC(C)(C(=O)O)OC3)CC2)CO1","[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1","DB07580","BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE"
"CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCCS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2Oc2ccc(CC(NC(=O)c3ccc(NCc4cnc5nc(N)[nH]c(=O)c5n4)cc3)C(=O)O)cc2)N(CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-[#7]-[#6]-[#6]-[#6]-,:[#6]:[#6]:[#6]:[#6]:[#6], [#6]1:[#6]:[#6](-[#16](=[#8])=[#8]):[#6]:[#6]:[#6]:1, [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB15413",
"CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21","[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6], [#6]-[#7]-[#6]-[#6]-[#6]-,:[#6]:[#6]:[#6]:[#6]:[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB09374",
"CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-[#7]-[#6]-[#6]-[#6]-,:[#6]:[#6]:[#6]:[#6]:[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB12949",
"CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1","[#6](=[#8])-[#8]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6](-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:[#6]:1","DB13600",
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1","[#6](=[#8])-[#8]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6](-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:[#6]:1","DB13828",
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1","[#6](=[#8])-[#8]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6](-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:[#6]:1","DB13721",
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F","[#6](=[#8])-[#8]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB15117",
"CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1","[#6](=[#8])-[#8]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6](-[#8]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:[#6]:1","DB04930",
"CC1(C)C(CSS(C)(=O)=O)=C(c2ccccc2)C(C)(C)N1O","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6]-[#7]-[#6]-[#6]-[#6]-,:[#6]:[#6]:[#6]:[#6]:[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB08456",
"CC1(C)C2CCC1(C)C(O)C2","[#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1","DB11288",
"CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB09534",
"CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1","[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1","DB12184","Gepirone"
"CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(OC(=O)CN)CC4)c3)c2C1","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB06070",
"CC1(C)CC(=O)c2c(N)ncnc2C1","[#6]1:[#7]:[#6]:[#7]:[#6]:[#6]:1-[#6]:,-[#6]:,-[#6], [#6](:[#7]:[#6]:[#7]-,:[#6]-,:[#6]-[#6]-[#6]):[#6]","DB08316",
"CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#7]:[#6]-,:[#6]:[#6]:,-[#6]:[#6]:[#6]:,-[#6]","DB14918",
"CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2ncc(C#N)[nH]2)CC1","[#6]1:[#7]:[#6]:[#6]:[#6]:[#6]:1, [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]","DB12504",
"CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl","[#6]-,:[#6]-,:[#6](-[#6](=[#8])-[#7]-[#6](:,-[#6]:,-[#6]):,-[#6]:,-[#6])-,:[#6]-,:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB05653","IRX-5183"
"CC1(C)CCC(C)(C)c2cc(C(=NO)c3ccc4cc(C(=O)O)ccc4c3)ccc21","[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2, [#7]=[#6](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB02258",
"CC1(C)CCC(C)(C)c2cc(C(=O)C=Cc3ccc(C(=O)O)cc3)ccc21","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB02466",
"CC1(C)CCC(C)(C)c2cc(C(=O)c3ccc4cc(C(=O)O)ccc4c3)ccc21","[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB02741",
"CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-[#7]-[#6]-[#6]-[#6]-,:[#6]:[#6]:[#6]:[#6]:[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB07031",
"CC1(C)CCC(C)(C)c2cc(C(O)c3ccc4cc(C(=O)O)ccc4c3)ccc21","[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6](-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB03466",
"CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(C=Cc3ccc(C(=O)O)cc3)cc21","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB12320",
"CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21","[#6]-,:[#6]-,:[#6](-[#6](=[#8])-[#7]-[#6](:,-[#6]:,-[#6]):,-[#6]:,-[#6])-,:[#6]-,:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB04942","Tamibarotene"
"CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1","[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1, [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6]1:[#7]:[#6]:[#6]:[#6]:[#6]:1, [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6](-[#16](=[#8])=[#8]):[#6]:[#6]:[#6]:1, [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB11581","Venetoclax"
"CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1","[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1, [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6](-[#16](=[#8])=[#8]):[#6]:[#6]:[#6]:1, [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB12340","Navitoclax"
"CC1(C)CCC2(C(=O)O)CCC3(C)C(C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC43C)C2C1","[#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB12651",
"CC1(C)CCC2(C)C(=C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC2O)C1","[#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB14555",
"CC1(C)CCC2(CC1)NC(C(=O)NC1CCC(C(N)=O)OC1)C(c1ccnc(Cl)c1F)C21C(=O)Nc2cc(Cl)ccc21","[#6]-,:[#6]-,:[#6](-[#6](=[#8])-[#7]-[#6](:,-[#6]:,-[#6]):,-[#6]:,-[#6])-,:[#6]-,:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6]1:[#7]:[#6]:[#6]:[#6]:[#6]:1, [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]:,-[#6]:,-[#6]:,-[#6]-[#7]-[#6](=[#8])-[#6]1-[#6]-[#6]-[#6]-[#7]-1, [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-[#7]-[#6]-[#6]-[#6]-,:[#6]:[#6]:[#6]:[#6]:[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB15257","Milademetan"
"CC1(C)CCC2(CCC3C4CCc5cc(C(N)=O)ccc5C4CCC32C)OC1=O","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1, [#6]12-[#6]-[#6]-[#6]3-[#6](-[#6]-1-[#6]-[#6]-[#6]-2)-[#6]-[#6]-[#6]1:[#6]-3:[#6]:[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB07700",
"CC1(C)CCC2(NC(=O)C(C)(F)F)CCC3(C)C(C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC43C)C2C1","[#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]","DB12513",
"CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6], [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB11948",
"CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6]1:[#7]:[#6]:[#6]:[#6]:[#6]:1, [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB05575",
"CC1(C)COC(=O)CCCCCCCCCCCOC(=O)C2CCCCN2C(=O)C1=O","[#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]","DB08520",
"CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#7]:[#6]-,:[#6]:[#6]:,-[#6]:[#6]:[#6]:,-[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB04725",
"CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB08734",
"CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Br)cc1","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB04007",
"CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB14763",
"CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-,:[#7], [#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]:,-[#6]-,:[#7]-,:[#6]:,-[#6]:,-[#6]:,-[#6]:[#6]:[#6], [#6](:[#6]:,-[#7]:,-[#6]:,-[#6]):[#6]-,:[#6]-,:[#6]:[#6], [#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6]=[#8], [#6](=[#8])-[#7]-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6]:,-[#6], [#6]-,:[#6]:[#6]-,:[#6]:[#6]:[#6]:,-[#7]:,-[#6]","DB00665",
"CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6](-[#16](=[#8])=[#8]):[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB09217",
"CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O","[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6](=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1, [#6]1:[#6]:[#6](-[#16](=[#8])=[#8]):[#6]:[#6]:[#6]:1, [#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","DB12399",
"CC1(C)OC2C3OS(=O)(=O)OC3COC2(COS(N)(=O)=O)O1","[#6]1-[#8]-[#6]2-[#6]3-[#8]-[#16](=[#8])(=[#8])-[#8]-[#6]-3-[#6]-[#8]-[#6]-2-[#8]-1","DB02894",
"CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CO)O1","[#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB08973",
"CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1","[#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB00591",
"CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1","[#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB00180",
"CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1","[#6]1(-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-1, [#6](-,:[#6]-,:[#6]-[#6]-[#6]=[#6]-[#6])-,:[#6]-,:[#6]","DB00846",
